PO_ID,reason,Comments
PO1646,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (645) exceeds ordered quantity (112).; ASN shipped quantity (909) does not match GRN received quantity (645).; Expected invoice amount (17984.96) does not match invoice amount (5613.25).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-12).
PO1647,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (258) exceeds ordered quantity (190).; ASN shipped quantity (190) does not match GRN received quantity (258).; Expected invoice amount (22851.30) does not match invoice amount (9027.98).
PO1648,Missing GRN,No GRN record found for this PO.
PO1649,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (265) exceeds ordered quantity (72).; ASN shipped quantity (289) does not match GRN received quantity (265).; Expected invoice amount (6230.88) does not match invoice amount (3598.63).; Earliest received date (2025-07-29) is after the PO delivery date (2025-06-13).
PO1650,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (148) exceeds ordered quantity (147).; ASN shipped quantity (189) does not match GRN received quantity (148).; Expected invoice amount (19395.18) does not match invoice amount (4821.27).; Earliest received date (2025-08-13) is after the PO delivery date (2025-08-08).
PO1651,Missing GRN,No GRN record found for this PO.
PO1652,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (188) is less than ordered quantity (195).; ASN shipped quantity (44) does not match GRN received quantity (188).; Expected invoice amount (61972.95) does not match invoice amount (7043.83).; Earliest received date (2025-08-14) is after the PO delivery date (2025-07-31).
PO1653,Missing GRN,No GRN record found for this PO.
PO1654,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (260) exceeds ordered quantity (75).; ASN shipped quantity (308) does not match GRN received quantity (260).; Expected invoice amount (33729.75) does not match invoice amount (1194.61).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-26).
PO1655,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (208) exceeds ordered quantity (150).; ASN shipped quantity (281) does not match GRN received quantity (208).; Expected invoice amount (20569.50) does not match invoice amount (2104.64).
PO1656,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (142) exceeds ordered quantity (129).; ASN shipped quantity (100) does not match GRN received quantity (142).; Expected invoice amount (56656.80) does not match invoice amount (6664.87).; Earliest received date (2025-08-06) is after the PO delivery date (2025-07-20).
PO1657,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (152) is less than ordered quantity (172).; ASN shipped quantity (160) does not match GRN received quantity (152).; Expected invoice amount (58832.60) does not match invoice amount (3784.21).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-09).
PO1658,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (157) exceeds ordered quantity (138).; ASN shipped quantity (190) does not match GRN received quantity (157).; Expected invoice amount (54914.34) does not match invoice amount (4163.22).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-06).
PO1659,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (338) exceeds ordered quantity (109).; ASN shipped quantity (361) does not match GRN received quantity (338).; Expected invoice amount (39489.61) does not match invoice amount (4004.44).
PO1660,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (452) exceeds ordered quantity (99).; ASN shipped quantity (256) does not match GRN received quantity (452).; Expected invoice amount (37026.00) does not match invoice amount (9223.08).; Earliest received date (2025-07-30) is after the PO delivery date (2025-06-04).
PO1661,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (488) exceeds ordered quantity (60).; ASN shipped quantity (233) does not match GRN received quantity (488).; Expected invoice amount (14355.00) does not match invoice amount (1761.22).
PO1662,Missing GRN,No GRN record found for this PO.
PO1663,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (96) is less than ordered quantity (143).; ASN shipped quantity (107) does not match GRN received quantity (96).; Expected invoice amount (8309.73) does not match invoice amount (8719.08).
PO1664,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (147) exceeds ordered quantity (139).; ASN shipped quantity (90) does not match GRN received quantity (147).; Expected invoice amount (40986.93) does not match invoice amount (8532.54).; Earliest received date (2025-08-13) is after the PO delivery date (2025-07-24).
PO1665,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (61) is less than ordered quantity (174).; ASN shipped quantity (182) does not match GRN received quantity (61).; Expected invoice amount (19380.12) does not match invoice amount (4419.99).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-20).
PO1666,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (324) exceeds ordered quantity (145).; ASN shipped quantity (238) does not match GRN received quantity (324).; Expected invoice amount (29752.55) does not match invoice amount (5322.95).; Earliest received date (2025-08-05) is after the PO delivery date (2025-07-16).
PO1667,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (32) is less than ordered quantity (197).; ASN shipped quantity (155) does not match GRN received quantity (32).; Expected invoice amount (73565.71) does not match invoice amount (1103.57).
PO1668,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (331) exceeds ordered quantity (113).; ASN shipped quantity (313) does not match GRN received quantity (331).; Expected invoice amount (38607.58) does not match invoice amount (8091.36).
PO1669,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (198) exceeds ordered quantity (121).; ASN shipped quantity (130) does not match GRN received quantity (198).; Expected invoice amount (13405.59) does not match invoice amount (6368.60).
PO1670,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (195) exceeds ordered quantity (50).; ASN shipped quantity (305) does not match GRN received quantity (195).; Expected invoice amount (7205.00) does not match invoice amount (7969.18).; Earliest received date (2025-08-11) is after the PO delivery date (2025-07-22).
PO1671,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (585) exceeds ordered quantity (73).; ASN shipped quantity (243) does not match GRN received quantity (585).; Expected invoice amount (24176.87) does not match invoice amount (7633.37).; Earliest received date (2025-08-06) is after the PO delivery date (2025-08-03).
PO1672,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (684) exceeds ordered quantity (168).; ASN shipped quantity (631) does not match GRN received quantity (684).; Expected invoice amount (69935.04) does not match invoice amount (5093.41).; Earliest received date (2025-08-05) is after the PO delivery date (2025-06-01).
PO1673,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (365) exceeds ordered quantity (80).; ASN shipped quantity (236) does not match GRN received quantity (365).; Expected invoice amount (14851.20) does not match invoice amount (4784.27).; Earliest received date (2025-07-29) is after the PO delivery date (2025-07-20).
PO1674,Missing GRN,No GRN record found for this PO.
PO1675,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (43) is less than ordered quantity (87).; ASN shipped quantity (175) does not match GRN received quantity (43).; Expected invoice amount (4783.26) does not match invoice amount (4082.88).; Earliest received date (2025-08-06) is after the PO delivery date (2025-06-28).
PO1676,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (120) exceeds ordered quantity (77).; ASN shipped quantity (182) does not match GRN received quantity (120).; Expected invoice amount (20244.84) does not match invoice amount (7578.66).; Earliest received date (2025-08-09) is after the PO delivery date (2025-08-02).
PO1677,Missing GRN,No GRN record found for this PO.
PO1678,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (270) exceeds ordered quantity (142).; ASN shipped quantity (289) does not match GRN received quantity (270).; Expected invoice amount (58969.76) does not match invoice amount (9739.67).; Earliest received date (2025-08-05) is after the PO delivery date (2025-07-13).
PO1679,Missing GRN,No GRN record found for this PO.
PO1680,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (311) exceeds ordered quantity (193).; ASN shipped quantity (231) does not match GRN received quantity (311).; Expected invoice amount (70800.12) does not match invoice amount (6138.29).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-17).
PO1681,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (373) exceeds ordered quantity (123).; ASN shipped quantity (153) does not match GRN received quantity (373).; Expected invoice amount (47298.42) does not match invoice amount (8702.91).; Earliest received date (2025-08-12) is after the PO delivery date (2025-06-23).
PO1682,Missing GRN,No GRN record found for this PO.
PO1683,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (212) exceeds ordered quantity (150).; ASN shipped quantity (248) does not match GRN received quantity (212).; Expected invoice amount (19467.00) does not match invoice amount (6451.83).
PO1684,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (172) exceeds ordered quantity (82).; ASN shipped quantity (245) does not match GRN received quantity (172).; Expected invoice amount (20859.16) does not match invoice amount (8769.34).; Earliest received date (2025-08-03) is after the PO delivery date (2025-06-27).
PO1685,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (204) exceeds ordered quantity (200).; ASN shipped quantity (323) does not match GRN received quantity (204).; Expected invoice amount (37412.00) does not match invoice amount (6226.92).; Earliest received date (2025-08-04) is after the PO delivery date (2025-07-19).
PO1686,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (172) exceeds ordered quantity (112).; ASN shipped quantity (244) does not match GRN received quantity (172).; Expected invoice amount (22360.80) does not match invoice amount (7710.58).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-05).
PO1687,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (251) exceeds ordered quantity (62).; ASN shipped quantity (343) does not match GRN received quantity (251).; Expected invoice amount (19175.98) does not match invoice amount (1989.75).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-28).
PO1688,Missing GRN,No GRN record found for this PO.
PO1689,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (59) is less than ordered quantity (163).; ASN shipped quantity (181) does not match GRN received quantity (59).; Expected invoice amount (21546.97) does not match invoice amount (5694.93).; Earliest received date (2025-08-08) is after the PO delivery date (2025-06-07).
PO1690,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (57) is less than ordered quantity (135).; ASN shipped quantity (89) does not match GRN received quantity (57).; Expected invoice amount (20713.05) does not match invoice amount (9222.60).
PO1691,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (75) is less than ordered quantity (164).; ASN shipped quantity (95) does not match GRN received quantity (75).; Expected invoice amount (78064.00) does not match invoice amount (3627.02).; Earliest received date (2025-08-09) is after the PO delivery date (2025-06-27).
PO1692,Missing GRN,No GRN record found for this PO.
PO1693,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (106) exceeds ordered quantity (55).; ASN shipped quantity (188) does not match GRN received quantity (106).; Expected invoice amount (26306.50) does not match invoice amount (4360.45).
PO1694,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (332) exceeds ordered quantity (132).; ASN shipped quantity (352) does not match GRN received quantity (332).; Expected invoice amount (31468.80) does not match invoice amount (3034.71).; Earliest received date (2025-08-06) is after the PO delivery date (2025-07-21).
PO1695,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (173) exceeds ordered quantity (132).; ASN shipped quantity (189) does not match GRN received quantity (173).; Expected invoice amount (58248.96) does not match invoice amount (2259.54).; Earliest received date (2025-08-14) is after the PO delivery date (2025-07-15).
PO1696,Missing GRN,No GRN record found for this PO.
PO1697,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (112) is less than ordered quantity (153).; ASN shipped quantity (153) does not match GRN received quantity (112).; Expected invoice amount (50629.23) does not match invoice amount (4348.46).; Earliest received date (2025-08-08) is after the PO delivery date (2025-07-30).
PO1698,Missing GRN,No GRN record found for this PO.
PO1699,Missing GRN,No GRN record found for this PO.
PO1700,Missing GRN,No GRN record found for this PO.
PO1701,Missing GRN,No GRN record found for this PO.
PO1702,Missing GRN,No GRN record found for this PO.
PO1703,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (229) exceeds ordered quantity (98).; ASN shipped quantity (298) does not match GRN received quantity (229).; Expected invoice amount (39683.14) does not match invoice amount (2685.18).; Earliest received date (2025-07-29) is after the PO delivery date (2025-07-24).
PO1704,Missing GRN,No GRN record found for this PO.
PO1705,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (196) exceeds ordered quantity (125).; ASN shipped quantity (184) does not match GRN received quantity (196).; Expected invoice amount (22785.00) does not match invoice amount (6042.31).; Earliest received date (2025-08-06) is after the PO delivery date (2025-08-05).
PO1706,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (107) is less than ordered quantity (189).; ASN shipped quantity (175) does not match GRN received quantity (107).; Expected invoice amount (67701.69) does not match invoice amount (2171.94).; Earliest received date (2025-08-10) is after the PO delivery date (2025-07-14).
PO1707,Missing GRN,No GRN record found for this PO.
PO1708,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (295) exceeds ordered quantity (112).; ASN shipped quantity (257) does not match GRN received quantity (295).; Expected invoice amount (41646.08) does not match invoice amount (5579.76).; Earliest received date (2025-07-29) is after the PO delivery date (2025-07-28).
PO1709,Missing GRN,No GRN record found for this PO.
PO1710,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (478) exceeds ordered quantity (92).; ASN shipped quantity (167) does not match GRN received quantity (478).; Expected invoice amount (24072.72) does not match invoice amount (2975.40).; Earliest received date (2025-07-29) is after the PO delivery date (2025-07-25).
PO1711,Missing GRN,No GRN record found for this PO.
PO1712,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (102) exceeds ordered quantity (82).; ASN shipped quantity (167) does not match GRN received quantity (102).; Expected invoice amount (17668.54) does not match invoice amount (4503.01).; Earliest received date (2025-08-10) is after the PO delivery date (2025-07-31).
PO1713,Missing GRN,No GRN record found for this PO.
PO1714,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (77) is less than ordered quantity (158).; ASN shipped quantity (100) does not match GRN received quantity (77).; Expected invoice amount (45050.54) does not match invoice amount (6551.54).; Earliest received date (2025-08-13) is after the PO delivery date (2025-07-21).
PO1715,Missing GRN,No GRN record found for this PO.
PO1716,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (213) exceeds ordered quantity (179).; ASN shipped quantity (123) does not match GRN received quantity (213).; Expected invoice amount (70472.30) does not match invoice amount (4808.39).; Earliest received date (2025-07-29) is after the PO delivery date (2025-06-17).
PO1717,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (119) is less than ordered quantity (191).; ASN shipped quantity (42) does not match GRN received quantity (119).; Expected invoice amount (56295.34) does not match invoice amount (4984.60).
PO1718,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (298) exceeds ordered quantity (70).; ASN shipped quantity (534) does not match GRN received quantity (298).; Expected invoice amount (30598.40) does not match invoice amount (9239.27).; Earliest received date (2025-07-29) is after the PO delivery date (2025-06-10).
PO1719,Missing GRN,No GRN record found for this PO.
PO1720,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (156) is less than ordered quantity (196).; ASN shipped quantity (51) does not match GRN received quantity (156).; Expected invoice amount (69448.68) does not match invoice amount (9439.26).; Earliest received date (2025-08-14) is after the PO delivery date (2025-07-03).
PO1721,Missing GRN,No GRN record found for this PO.
PO1722,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (325) exceeds ordered quantity (177).; ASN shipped quantity (317) does not match GRN received quantity (325).; Expected invoice amount (61820.79) does not match invoice amount (2433.32).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-30).
PO1723,Missing GRN,No GRN record found for this PO.
PO1724,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (222) exceeds ordered quantity (175).; ASN shipped quantity (104) does not match GRN received quantity (222).; Expected invoice amount (43830.50) does not match invoice amount (4006.21).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-07).
PO1725,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (100) exceeds ordered quantity (99).; ASN shipped quantity (77) does not match GRN received quantity (100).; Expected invoice amount (22471.02) does not match invoice amount (5196.60).; Earliest received date (2025-08-06) is after the PO delivery date (2025-06-27).
PO1726,Missing GRN,No GRN record found for this PO.
PO1727,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (84) is less than ordered quantity (184).; ASN shipped quantity (77) does not match GRN received quantity (84).; Expected invoice amount (69684.48) does not match invoice amount (6889.50).
PO1728,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (131) is less than ordered quantity (196).; ASN shipped quantity (199) does not match GRN received quantity (131).; Expected invoice amount (26066.04) does not match invoice amount (3587.95).
PO1729,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (209) exceeds ordered quantity (137).; ASN shipped quantity (153) does not match GRN received quantity (209).; Expected invoice amount (65997.01) does not match invoice amount (4191.04).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-11).
PO1730,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (171) exceeds ordered quantity (74).; ASN shipped quantity (145) does not match GRN received quantity (171).; Expected invoice amount (14121.42) does not match invoice amount (6302.26).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-26).
PO1731,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (364) exceeds ordered quantity (124).; ASN shipped quantity (229) does not match GRN received quantity (364).; Expected invoice amount (17828.72) does not match invoice amount (9116.36).; Earliest received date (2025-07-31) is after the PO delivery date (2025-06-22).
PO1732,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (134) exceeds ordered quantity (126).; ASN shipped quantity (167) does not match GRN received quantity (134).; Expected invoice amount (58946.58) does not match invoice amount (8428.91).; Earliest received date (2025-08-14) is after the PO delivery date (2025-07-31).
PO1733,Missing GRN,No GRN record found for this PO.
PO1734,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (210) exceeds ordered quantity (78).; ASN shipped quantity (200) does not match GRN received quantity (210).; Expected invoice amount (35470.50) does not match invoice amount (7681.52).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-30).
PO1735,Missing GRN,No GRN record found for this PO.
PO1736,Missing GRN,No GRN record found for this PO.
PO1737,Missing GRN,No GRN record found for this PO.
PO1738,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (91) is less than ordered quantity (178).; ASN shipped quantity (100) does not match GRN received quantity (91).; Expected invoice amount (70064.36) does not match invoice amount (6861.54).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-23).
PO1739,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (176) exceeds ordered quantity (66).; ASN shipped quantity (312) does not match GRN received quantity (176).; Expected invoice amount (29940.24) does not match invoice amount (8411.92).
PO1740,Missing GRN,No GRN record found for this PO.
PO1741,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (189) exceeds ordered quantity (183).; ASN shipped quantity (150) does not match GRN received quantity (189).; Expected invoice amount (44053.59) does not match invoice amount (7216.36).; Earliest received date (2025-08-11) is after the PO delivery date (2025-07-06).
PO1742,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (138) exceeds ordered quantity (126).; ASN shipped quantity (70) does not match GRN received quantity (138).; Expected invoice amount (20454.84) does not match invoice amount (4167.57).; Earliest received date (2025-08-14) is after the PO delivery date (2025-08-06).
PO1743,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (469) exceeds ordered quantity (121).; ASN shipped quantity (348) does not match GRN received quantity (469).; Expected invoice amount (40717.71) does not match invoice amount (2811.90).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-15).
PO1744,"Over-delivery, Total price discrepancy",Total received quantity (321) exceeds ordered quantity (118).; Expected invoice amount (43190.36) does not match invoice amount (6122.52).
PO1745,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (66) is less than ordered quantity (125).; ASN shipped quantity (60) does not match GRN received quantity (66).; Expected invoice amount (24758.75) does not match invoice amount (9855.58).; Earliest received date (2025-08-12) is after the PO delivery date (2025-07-09).
PO1746,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (183) exceeds ordered quantity (75).; ASN shipped quantity (193) does not match GRN received quantity (183).; Expected invoice amount (24553.50) does not match invoice amount (5867.23).; Earliest received date (2025-08-13) is after the PO delivery date (2025-06-25).
PO1747,Missing GRN,No GRN record found for this PO.
PO1748,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (133) exceeds ordered quantity (77).; ASN shipped quantity (137) does not match GRN received quantity (133).; Expected invoice amount (17887.10) does not match invoice amount (1236.64).; Earliest received date (2025-08-04) is after the PO delivery date (2025-07-25).
PO1749,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (177) exceeds ordered quantity (110).; ASN shipped quantity (361) does not match GRN received quantity (177).; Expected invoice amount (47725.70) does not match invoice amount (9220.53).
PO1750,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (188) exceeds ordered quantity (184).; ASN shipped quantity (279) does not match GRN received quantity (188).; Expected invoice amount (60122.00) does not match invoice amount (1236.60).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-10).
PO1751,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (258) exceeds ordered quantity (112).; ASN shipped quantity (263) does not match GRN received quantity (258).; Expected invoice amount (18511.36) does not match invoice amount (1488.95).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-30).
PO1752,Missing GRN,No GRN record found for this PO.
PO1753,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (176) exceeds ordered quantity (63).; ASN shipped quantity (151) does not match GRN received quantity (176).; Expected invoice amount (14153.58) does not match invoice amount (7720.52).
PO1754,Missing GRN,No GRN record found for this PO.
PO1755,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (55) is less than ordered quantity (116).; ASN shipped quantity (46) does not match GRN received quantity (55).; Expected invoice amount (24839.08) does not match invoice amount (9907.36).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-17).
PO1756,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (182) exceeds ordered quantity (174).; ASN shipped quantity (340) does not match GRN received quantity (182).; Expected invoice amount (23691.84) does not match invoice amount (1671.76).; Earliest received date (2025-07-29) is after the PO delivery date (2025-07-28).
PO1757,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (157) exceeds ordered quantity (70).; ASN shipped quantity (116) does not match GRN received quantity (157).; Expected invoice amount (10685.50) does not match invoice amount (9118.20).; Earliest received date (2025-08-10) is after the PO delivery date (2025-07-12).
PO1758,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (73) is less than ordered quantity (187).; ASN shipped quantity (140) does not match GRN received quantity (73).; Expected invoice amount (44289.08) does not match invoice amount (5473.21).; Earliest received date (2025-08-12) is after the PO delivery date (2025-07-19).
PO1759,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (639) exceeds ordered quantity (63).; ASN shipped quantity (434) does not match GRN received quantity (639).; Expected invoice amount (23546.25) does not match invoice amount (8780.49).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-03).
PO1760,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (169) is less than ordered quantity (191).; ASN shipped quantity (148) does not match GRN received quantity (169).; Expected invoice amount (38652.67) does not match invoice amount (5333.92).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-22).
PO1761,Missing GRN,No GRN record found for this PO.
PO1762,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (311) exceeds ordered quantity (159).; ASN shipped quantity (347) does not match GRN received quantity (311).; Expected invoice amount (66128.10) does not match invoice amount (4687.27).; Earliest received date (2025-08-04) is after the PO delivery date (2025-07-04).
PO1763,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (241) exceeds ordered quantity (149).; ASN shipped quantity (248) does not match GRN received quantity (241).; Expected invoice amount (40744.05) does not match invoice amount (1200.66).
PO1764,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (115) is less than ordered quantity (124).; ASN shipped quantity (337) does not match GRN received quantity (115).; Expected invoice amount (50658.96) does not match invoice amount (1508.12).; Earliest received date (2025-08-04) is after the PO delivery date (2025-06-25).
PO1765,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (69) exceeds ordered quantity (58).; ASN shipped quantity (138) does not match GRN received quantity (69).; Expected invoice amount (22727.30) does not match invoice amount (3778.90).; Earliest received date (2025-08-05) is after the PO delivery date (2025-08-01).
PO1766,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (53) is less than ordered quantity (145).; ASN shipped quantity (57) does not match GRN received quantity (53).; Expected invoice amount (63175.05) does not match invoice amount (7934.64).; Earliest received date (2025-07-29) is after the PO delivery date (2025-06-12).
PO1767,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (148) exceeds ordered quantity (64).; ASN shipped quantity (137) does not match GRN received quantity (148).; Expected invoice amount (15557.12) does not match invoice amount (5833.05).; Earliest received date (2025-08-11) is after the PO delivery date (2025-08-04).
PO1768,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (37) is less than ordered quantity (174).; ASN shipped quantity (180) does not match GRN received quantity (37).; Expected invoice amount (54107.04) does not match invoice amount (3193.82).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-21).
PO1769,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (343) exceeds ordered quantity (57).; ASN shipped quantity (442) does not match GRN received quantity (343).; Expected invoice amount (15344.40) does not match invoice amount (1133.02).; Earliest received date (2025-08-05) is after the PO delivery date (2025-07-30).
PO1770,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (48) is less than ordered quantity (115).; ASN shipped quantity (101) does not match GRN received quantity (48).; Expected invoice amount (21166.90) does not match invoice amount (5454.33).; Earliest received date (2025-08-12) is after the PO delivery date (2025-06-05).
PO1771,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (365) exceeds ordered quantity (198).; ASN shipped quantity (472) does not match GRN received quantity (365).; Expected invoice amount (94016.34) does not match invoice amount (2804.87).; Earliest received date (2025-07-30) is after the PO delivery date (2025-06-17).
PO1772,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (336) exceeds ordered quantity (168).; ASN shipped quantity (369) does not match GRN received quantity (336).; Expected invoice amount (12195.12) does not match invoice amount (8475.62).; Earliest received date (2025-08-08) is after the PO delivery date (2025-07-21).
PO1773,Missing GRN,No GRN record found for this PO.
PO1774,Missing GRN,No GRN record found for this PO.
