PO_ID,reason,comments
PO1630,Over-delivery,Total received quantity (221) exceeds ordered quantity (112).
PO1630,Total price discrepancy,Expected invoice amount (43204.00) does not match invoice amount (9454.39).
PO1631,ASN/GRN mismatch,ASN shipped quantity (428) does not match GRN received quantity (350).
PO1631,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-15).
PO1631,Over-delivery,Total received quantity (350) exceeds ordered quantity (68).
PO1631,Total price discrepancy,Expected invoice amount (26618.60) does not match invoice amount (4775.43).
PO1632,ASN/GRN mismatch,ASN shipped quantity (60) does not match GRN received quantity (31).
PO1632,Late delivery,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-27).
PO1632,Total price discrepancy,Expected invoice amount (62405.85) does not match invoice amount (2349.80).
PO1632,Under-delivery,Total received quantity (31) is less than ordered quantity (195).
PO1633,ASN/GRN mismatch,ASN shipped quantity (212) does not match GRN received quantity (328).
PO1633,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-16).
PO1633,Over-delivery,Total received quantity (328) exceeds ordered quantity (138).
PO1633,Total price discrepancy,Expected invoice amount (46104.42) does not match invoice amount (2363.34).
PO1634,Missing GRN,No GRN record found for this PO.
PO1635,ASN/GRN mismatch,ASN shipped quantity (166) does not match GRN received quantity (71).
PO1635,Total price discrepancy,Expected invoice amount (24610.62) does not match invoice amount (6764.01).
PO1635,Under-delivery,Total received quantity (71) is less than ordered quantity (129).
PO1636,ASN/GRN mismatch,ASN shipped quantity (159) does not match GRN received quantity (246).
PO1636,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-04).
PO1636,Over-delivery,Total received quantity (246) exceeds ordered quantity (92).
PO1636,Total price discrepancy,Expected invoice amount (42590.48) does not match invoice amount (1732.49).
PO1637,ASN/GRN mismatch,ASN shipped quantity (151) does not match GRN received quantity (145).
PO1637,Total price discrepancy,Expected invoice amount (72496.16) does not match invoice amount (1164.19).
PO1637,Under-delivery,Total received quantity (145) is less than ordered quantity (176).
PO1638,ASN/GRN mismatch,ASN shipped quantity (314) does not match GRN received quantity (199).
PO1638,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-28).
PO1638,Over-delivery,Total received quantity (199) exceeds ordered quantity (165).
PO1638,Total price discrepancy,Expected invoice amount (67618.65) does not match invoice amount (7064.17).
PO1639,ASN/GRN mismatch,ASN shipped quantity (319) does not match GRN received quantity (472).
PO1639,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-30).
PO1639,Over-delivery,Total received quantity (472) exceeds ordered quantity (102).
PO1639,Total price discrepancy,Expected invoice amount (23695.62) does not match invoice amount (2236.21).
PO1640,Missing GRN,No GRN record found for this PO.
PO1641,ASN/GRN mismatch,ASN shipped quantity (180) does not match GRN received quantity (287).
PO1641,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-15).
PO1641,Over-delivery,Total received quantity (287) exceeds ordered quantity (188).
PO1641,Total price discrepancy,Expected invoice amount (63252.60) does not match invoice amount (5584.69).
PO1642,ASN/GRN mismatch,ASN shipped quantity (112) does not match GRN received quantity (127).
PO1642,Late delivery,Earliest received date (2025-08-04) is after the PO delivery date (2025-06-27).
PO1642,Total price discrepancy,Expected invoice amount (51975.28) does not match invoice amount (3318.28).
PO1642,Under-delivery,Total received quantity (127) is less than ordered quantity (196).
PO1643,ASN/GRN mismatch,ASN shipped quantity (373) does not match GRN received quantity (305).
PO1643,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-17).
PO1643,Over-delivery,Total received quantity (305) exceeds ordered quantity (199).
PO1643,Total price discrepancy,Expected invoice amount (76051.83) does not match invoice amount (3500.90).
PO1644,Missing GRN,No GRN record found for this PO.
PO1645,ASN/GRN mismatch,ASN shipped quantity (357) does not match GRN received quantity (252).
PO1645,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-20).
PO1645,Over-delivery,Total received quantity (252) exceeds ordered quantity (110).
PO1645,Total price discrepancy,Expected invoice amount (24949.10) does not match invoice amount (9933.70).
PO1646,ASN/GRN mismatch,ASN shipped quantity (909) does not match GRN received quantity (645).
PO1646,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-12).
PO1646,Over-delivery,Total received quantity (645) exceeds ordered quantity (112).
PO1646,Total price discrepancy,Expected invoice amount (17984.96) does not match invoice amount (5613.25).
PO1647,ASN/GRN mismatch,ASN shipped quantity (190) does not match GRN received quantity (258).
PO1647,Over-delivery,Total received quantity (258) exceeds ordered quantity (190).
PO1647,Total price discrepancy,Expected invoice amount (22851.30) does not match invoice amount (9027.98).
PO1648,Missing GRN,No GRN record found for this PO.
PO1649,ASN/GRN mismatch,ASN shipped quantity (289) does not match GRN received quantity (265).
PO1649,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-13).
PO1649,Over-delivery,Total received quantity (265) exceeds ordered quantity (72).
PO1649,Total price discrepancy,Expected invoice amount (6230.88) does not match invoice amount (3598.63).
PO1650,ASN/GRN mismatch,ASN shipped quantity (189) does not match GRN received quantity (148).
PO1650,Late delivery,Earliest received date (2025-08-13) is after the PO delivery date (2025-08-08).
PO1650,Over-delivery,Total received quantity (148) exceeds ordered quantity (147).
PO1650,Total price discrepancy,Expected invoice amount (19395.18) does not match invoice amount (4821.27).
PO1651,Missing GRN,No GRN record found for this PO.
PO1652,ASN/GRN mismatch,ASN shipped quantity (44) does not match GRN received quantity (188).
PO1652,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-31).
PO1652,Total price discrepancy,Expected invoice amount (61972.95) does not match invoice amount (7043.83).
PO1652,Under-delivery,Total received quantity (188) is less than ordered quantity (195).
PO1653,Missing GRN,No GRN record found for this PO.
PO1654,ASN/GRN mismatch,ASN shipped quantity (308) does not match GRN received quantity (260).
PO1654,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-26).
PO1654,Over-delivery,Total received quantity (260) exceeds ordered quantity (75).
PO1654,Total price discrepancy,Expected invoice amount (33729.75) does not match invoice amount (1194.61).
PO1655,ASN/GRN mismatch,ASN shipped quantity (281) does not match GRN received quantity (208).
PO1655,Over-delivery,Total received quantity (208) exceeds ordered quantity (150).
PO1655,Total price discrepancy,Expected invoice amount (20569.50) does not match invoice amount (2104.64).
PO1656,ASN/GRN mismatch,ASN shipped quantity (100) does not match GRN received quantity (142).
PO1656,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-20).
PO1656,Over-delivery,Total received quantity (142) exceeds ordered quantity (129).
PO1656,Total price discrepancy,Expected invoice amount (56656.80) does not match invoice amount (6664.87).
PO1657,ASN/GRN mismatch,ASN shipped quantity (160) does not match GRN received quantity (152).
PO1657,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-09).
PO1657,Total price discrepancy,Expected invoice amount (58832.60) does not match invoice amount (3784.21).
PO1657,Under-delivery,Total received quantity (152) is less than ordered quantity (172).
PO1658,ASN/GRN mismatch,ASN shipped quantity (190) does not match GRN received quantity (157).
PO1658,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-06).
PO1658,Over-delivery,Total received quantity (157) exceeds ordered quantity (138).
PO1658,Total price discrepancy,Expected invoice amount (54914.34) does not match invoice amount (4163.22).
PO1659,ASN/GRN mismatch,ASN shipped quantity (361) does not match GRN received quantity (338).
PO1659,Over-delivery,Total received quantity (338) exceeds ordered quantity (109).
PO1659,Total price discrepancy,Expected invoice amount (39489.61) does not match invoice amount (4004.44).
PO1660,ASN/GRN mismatch,ASN shipped quantity (256) does not match GRN received quantity (452).
PO1660,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-04).
PO1660,Over-delivery,Total received quantity (452) exceeds ordered quantity (99).
PO1660,Total price discrepancy,Expected invoice amount (37026.00) does not match invoice amount (9223.08).
PO1661,ASN/GRN mismatch,ASN shipped quantity (233) does not match GRN received quantity (488).
PO1661,Over-delivery,Total received quantity (488) exceeds ordered quantity (60).
PO1661,Total price discrepancy,Expected invoice amount (14355.00) does not match invoice amount (1761.22).
PO1662,Missing GRN,No GRN record found for this PO.
PO1663,ASN/GRN mismatch,ASN shipped quantity (107) does not match GRN received quantity (96).
PO1663,Total price discrepancy,Expected invoice amount (8309.73) does not match invoice amount (8719.08).
PO1663,Under-delivery,Total received quantity (96) is less than ordered quantity (143).
PO1664,ASN/GRN mismatch,ASN shipped quantity (90) does not match GRN received quantity (147).
PO1664,Late delivery,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-24).
PO1664,Over-delivery,Total received quantity (147) exceeds ordered quantity (139).
PO1664,Total price discrepancy,Expected invoice amount (40986.93) does not match invoice amount (8532.54).
PO1665,ASN/GRN mismatch,ASN shipped quantity (182) does not match GRN received quantity (61).
PO1665,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-20).
PO1665,Total price discrepancy,Expected invoice amount (19380.12) does not match invoice amount (4419.99).
PO1665,Under-delivery,Total received quantity (61) is less than ordered quantity (174).
PO1666,ASN/GRN mismatch,ASN shipped quantity (238) does not match GRN received quantity (324).
PO1666,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-16).
PO1666,Over-delivery,Total received quantity (324) exceeds ordered quantity (145).
PO1666,Total price discrepancy,Expected invoice amount (29752.55) does not match invoice amount (5322.95).
PO1667,ASN/GRN mismatch,ASN shipped quantity (155) does not match GRN received quantity (32).
PO1667,Total price discrepancy,Expected invoice amount (73565.71) does not match invoice amount (1103.57).
PO1667,Under-delivery,Total received quantity (32) is less than ordered quantity (197).
PO1668,ASN/GRN mismatch,ASN shipped quantity (313) does not match GRN received quantity (331).
PO1668,Over-delivery,Total received quantity (331) exceeds ordered quantity (113).
PO1668,Total price discrepancy,Expected invoice amount (38607.58) does not match invoice amount (8091.36).
PO1669,ASN/GRN mismatch,ASN shipped quantity (130) does not match GRN received quantity (198).
PO1669,Over-delivery,Total received quantity (198) exceeds ordered quantity (121).
PO1669,Total price discrepancy,Expected invoice amount (13405.59) does not match invoice amount (6368.60).
PO1670,ASN/GRN mismatch,ASN shipped quantity (305) does not match GRN received quantity (195).
PO1670,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-22).
PO1670,Over-delivery,Total received quantity (195) exceeds ordered quantity (50).
PO1670,Total price discrepancy,Expected invoice amount (7205.00) does not match invoice amount (7969.18).
PO1671,ASN/GRN mismatch,ASN shipped quantity (243) does not match GRN received quantity (585).
PO1671,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-08-03).
PO1671,Over-delivery,Total received quantity (585) exceeds ordered quantity (73).
PO1671,Total price discrepancy,Expected invoice amount (24176.87) does not match invoice amount (7633.37).
PO1672,ASN/GRN mismatch,ASN shipped quantity (631) does not match GRN received quantity (684).
PO1672,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-06-01).
PO1672,Over-delivery,Total received quantity (684) exceeds ordered quantity (168).
PO1672,Total price discrepancy,Expected invoice amount (69935.04) does not match invoice amount (5093.41).
PO1673,ASN/GRN mismatch,ASN shipped quantity (236) does not match GRN received quantity (365).
PO1673,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-20).
PO1673,Over-delivery,Total received quantity (365) exceeds ordered quantity (80).
PO1673,Total price discrepancy,Expected invoice amount (14851.20) does not match invoice amount (4784.27).
PO1674,Missing GRN,No GRN record found for this PO.
PO1675,ASN/GRN mismatch,ASN shipped quantity (175) does not match GRN received quantity (43).
PO1675,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-28).
PO1675,Total price discrepancy,Expected invoice amount (4783.26) does not match invoice amount (4082.88).
PO1675,Under-delivery,Total received quantity (43) is less than ordered quantity (87).
PO1676,ASN/GRN mismatch,ASN shipped quantity (182) does not match GRN received quantity (120).
PO1676,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-08-02).
PO1676,Over-delivery,Total received quantity (120) exceeds ordered quantity (77).
PO1676,Total price discrepancy,Expected invoice amount (20244.84) does not match invoice amount (7578.66).
PO1677,Missing GRN,No GRN record found for this PO.
PO1678,ASN/GRN mismatch,ASN shipped quantity (289) does not match GRN received quantity (270).
PO1678,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-13).
PO1678,Over-delivery,Total received quantity (270) exceeds ordered quantity (142).
PO1678,Total price discrepancy,Expected invoice amount (58969.76) does not match invoice amount (9739.67).
PO1679,Missing GRN,No GRN record found for this PO.
PO1680,ASN/GRN mismatch,ASN shipped quantity (231) does not match GRN received quantity (311).
PO1680,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-17).
PO1680,Over-delivery,Total received quantity (311) exceeds ordered quantity (193).
PO1680,Total price discrepancy,Expected invoice amount (70800.12) does not match invoice amount (6138.29).
PO1681,ASN/GRN mismatch,ASN shipped quantity (153) does not match GRN received quantity (373).
PO1681,Late delivery,Earliest received date (2025-08-12) is after the PO delivery date (2025-06-23).
PO1681,Over-delivery,Total received quantity (373) exceeds ordered quantity (123).
PO1681,Total price discrepancy,Expected invoice amount (47298.42) does not match invoice amount (8702.91).
PO1682,Missing GRN,No GRN record found for this PO.
PO1683,ASN/GRN mismatch,ASN shipped quantity (248) does not match GRN received quantity (212).
PO1683,Over-delivery,Total received quantity (212) exceeds ordered quantity (150).
PO1683,Total price discrepancy,Expected invoice amount (19467.00) does not match invoice amount (6451.83).
PO1684,ASN/GRN mismatch,ASN shipped quantity (245) does not match GRN received quantity (172).
PO1684,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-06-27).
PO1684,Over-delivery,Total received quantity (172) exceeds ordered quantity (82).
PO1684,Total price discrepancy,Expected invoice amount (20859.16) does not match invoice amount (8769.34).
PO1685,ASN/GRN mismatch,ASN shipped quantity (323) does not match GRN received quantity (204).
PO1685,Late delivery,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-19).
PO1685,Over-delivery,Total received quantity (204) exceeds ordered quantity (200).
PO1685,Total price discrepancy,Expected invoice amount (37412.00) does not match invoice amount (6226.92).
PO1686,ASN/GRN mismatch,ASN shipped quantity (244) does not match GRN received quantity (172).
PO1686,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-05).
PO1686,Over-delivery,Total received quantity (172) exceeds ordered quantity (112).
PO1686,Total price discrepancy,Expected invoice amount (22360.80) does not match invoice amount (7710.58).
PO1687,ASN/GRN mismatch,ASN shipped quantity (343) does not match GRN received quantity (251).
PO1687,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-28).
PO1687,Over-delivery,Total received quantity (251) exceeds ordered quantity (62).
PO1687,Total price discrepancy,Expected invoice amount (19175.98) does not match invoice amount (1989.75).
PO1688,Missing GRN,No GRN record found for this PO.
PO1689,ASN/GRN mismatch,ASN shipped quantity (181) does not match GRN received quantity (59).
PO1689,Late delivery,Earliest received date (2025-08-08) is after the PO delivery date (2025-06-07).
PO1689,Total price discrepancy,Expected invoice amount (21546.97) does not match invoice amount (5694.93).
PO1689,Under-delivery,Total received quantity (59) is less than ordered quantity (163).
PO1690,ASN/GRN mismatch,ASN shipped quantity (89) does not match GRN received quantity (57).
PO1690,Total price discrepancy,Expected invoice amount (20713.05) does not match invoice amount (9222.60).
PO1690,Under-delivery,Total received quantity (57) is less than ordered quantity (135).
PO1691,ASN/GRN mismatch,ASN shipped quantity (95) does not match GRN received quantity (75).
PO1691,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-06-27).
PO1691,Total price discrepancy,Expected invoice amount (78064.00) does not match invoice amount (3627.02).
PO1691,Under-delivery,Total received quantity (75) is less than ordered quantity (164).
PO1692,Missing GRN,No GRN record found for this PO.
PO1693,ASN/GRN mismatch,ASN shipped quantity (188) does not match GRN received quantity (106).
PO1693,Over-delivery,Total received quantity (106) exceeds ordered quantity (55).
PO1693,Total price discrepancy,Expected invoice amount (26306.50) does not match invoice amount (4360.45).
PO1694,ASN/GRN mismatch,ASN shipped quantity (352) does not match GRN received quantity (332).
PO1694,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-21).
PO1694,Over-delivery,Total received quantity (332) exceeds ordered quantity (132).
PO1694,Total price discrepancy,Expected invoice amount (31468.80) does not match invoice amount (3034.71).
PO1695,ASN/GRN mismatch,ASN shipped quantity (189) does not match GRN received quantity (173).
PO1695,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-15).
PO1695,Over-delivery,Total received quantity (173) exceeds ordered quantity (132).
PO1695,Total price discrepancy,Expected invoice amount (58248.96) does not match invoice amount (2259.54).
PO1696,Missing GRN,No GRN record found for this PO.
PO1697,ASN/GRN mismatch,ASN shipped quantity (153) does not match GRN received quantity (112).
PO1697,Late delivery,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-30).
PO1697,Total price discrepancy,Expected invoice amount (50629.23) does not match invoice amount (4348.46).
PO1697,Under-delivery,Total received quantity (112) is less than ordered quantity (153).
PO1698,Missing GRN,No GRN record found for this PO.
PO1699,Missing GRN,No GRN record found for this PO.
PO1700,Missing GRN,No GRN record found for this PO.
PO1701,Missing GRN,No GRN record found for this PO.
PO1702,Missing GRN,No GRN record found for this PO.
PO1703,ASN/GRN mismatch,ASN shipped quantity (298) does not match GRN received quantity (229).
PO1703,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-24).
PO1703,Over-delivery,Total received quantity (229) exceeds ordered quantity (98).
PO1703,Total price discrepancy,Expected invoice amount (39683.14) does not match invoice amount (2685.18).
PO1704,Missing GRN,No GRN record found for this PO.
PO1705,ASN/GRN mismatch,ASN shipped quantity (184) does not match GRN received quantity (196).
PO1705,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-08-05).
PO1705,Over-delivery,Total received quantity (196) exceeds ordered quantity (125).
PO1705,Total price discrepancy,Expected invoice amount (22785.00) does not match invoice amount (6042.31).
PO1706,ASN/GRN mismatch,ASN shipped quantity (175) does not match GRN received quantity (107).
PO1706,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-14).
PO1706,Total price discrepancy,Expected invoice amount (67701.69) does not match invoice amount (2171.94).
PO1706,Under-delivery,Total received quantity (107) is less than ordered quantity (189).
PO1707,Missing GRN,No GRN record found for this PO.
PO1708,ASN/GRN mismatch,ASN shipped quantity (257) does not match GRN received quantity (295).
PO1708,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-28).
PO1708,Over-delivery,Total received quantity (295) exceeds ordered quantity (112).
PO1708,Total price discrepancy,Expected invoice amount (41646.08) does not match invoice amount (5579.76).
PO1709,Missing GRN,No GRN record found for this PO.
PO1710,ASN/GRN mismatch,ASN shipped quantity (167) does not match GRN received quantity (478).
PO1710,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-25).
PO1710,Over-delivery,Total received quantity (478) exceeds ordered quantity (92).
PO1710,Total price discrepancy,Expected invoice amount (24072.72) does not match invoice amount (2975.40).
PO1711,Missing GRN,No GRN record found for this PO.
PO1712,ASN/GRN mismatch,ASN shipped quantity (167) does not match GRN received quantity (102).
PO1712,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-31).
PO1712,Over-delivery,Total received quantity (102) exceeds ordered quantity (82).
PO1712,Total price discrepancy,Expected invoice amount (17668.54) does not match invoice amount (4503.01).
PO1713,Missing GRN,No GRN record found for this PO.
PO1714,ASN/GRN mismatch,ASN shipped quantity (100) does not match GRN received quantity (77).
PO1714,Late delivery,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-21).
PO1714,Total price discrepancy,Expected invoice amount (45050.54) does not match invoice amount (6551.54).
PO1714,Under-delivery,Total received quantity (77) is less than ordered quantity (158).
PO1715,Missing GRN,No GRN record found for this PO.
PO1716,ASN/GRN mismatch,ASN shipped quantity (123) does not match GRN received quantity (213).
PO1716,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-17).
PO1716,Over-delivery,Total received quantity (213) exceeds ordered quantity (179).
PO1716,Total price discrepancy,Expected invoice amount (70472.30) does not match invoice amount (4808.39).
PO1717,ASN/GRN mismatch,ASN shipped quantity (42) does not match GRN received quantity (119).
PO1717,Total price discrepancy,Expected invoice amount (56295.34) does not match invoice amount (4984.60).
PO1717,Under-delivery,Total received quantity (119) is less than ordered quantity (191).
PO1718,ASN/GRN mismatch,ASN shipped quantity (534) does not match GRN received quantity (298).
PO1718,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-10).
PO1718,Over-delivery,Total received quantity (298) exceeds ordered quantity (70).
PO1718,Total price discrepancy,Expected invoice amount (30598.40) does not match invoice amount (9239.27).
PO1719,Missing GRN,No GRN record found for this PO.
PO1720,ASN/GRN mismatch,ASN shipped quantity (51) does not match GRN received quantity (156).
PO1720,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-03).
PO1720,Total price discrepancy,Expected invoice amount (69448.68) does not match invoice amount (9439.26).
PO1720,Under-delivery,Total received quantity (156) is less than ordered quantity (196).
PO1721,Missing GRN,No GRN record found for this PO.
PO1722,ASN/GRN mismatch,ASN shipped quantity (317) does not match GRN received quantity (325).
PO1722,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-30).
PO1722,Over-delivery,Total received quantity (325) exceeds ordered quantity (177).
PO1722,Total price discrepancy,Expected invoice amount (61820.79) does not match invoice amount (2433.32).
PO1723,Missing GRN,No GRN record found for this PO.
PO1724,ASN/GRN mismatch,ASN shipped quantity (104) does not match GRN received quantity (222).
PO1724,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-07).
PO1724,Over-delivery,Total received quantity (222) exceeds ordered quantity (175).
PO1724,Total price discrepancy,Expected invoice amount (43830.50) does not match invoice amount (4006.21).
PO1725,ASN/GRN mismatch,ASN shipped quantity (77) does not match GRN received quantity (100).
PO1725,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-27).
PO1725,Over-delivery,Total received quantity (100) exceeds ordered quantity (99).
PO1725,Total price discrepancy,Expected invoice amount (22471.02) does not match invoice amount (5196.60).
PO1726,Missing GRN,No GRN record found for this PO.
PO1727,ASN/GRN mismatch,ASN shipped quantity (77) does not match GRN received quantity (84).
PO1727,Total price discrepancy,Expected invoice amount (69684.48) does not match invoice amount (6889.50).
PO1727,Under-delivery,Total received quantity (84) is less than ordered quantity (184).
PO1728,ASN/GRN mismatch,ASN shipped quantity (199) does not match GRN received quantity (131).
PO1728,Total price discrepancy,Expected invoice amount (26066.04) does not match invoice amount (3587.95).
PO1728,Under-delivery,Total received quantity (131) is less than ordered quantity (196).
PO1729,ASN/GRN mismatch,ASN shipped quantity (153) does not match GRN received quantity (209).
PO1729,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-11).
PO1729,Over-delivery,Total received quantity (209) exceeds ordered quantity (137).
PO1729,Total price discrepancy,Expected invoice amount (65997.01) does not match invoice amount (4191.04).
PO1730,ASN/GRN mismatch,ASN shipped quantity (145) does not match GRN received quantity (171).
PO1730,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-26).
PO1730,Over-delivery,Total received quantity (171) exceeds ordered quantity (74).
PO1730,Total price discrepancy,Expected invoice amount (14121.42) does not match invoice amount (6302.26).
PO1731,ASN/GRN mismatch,ASN shipped quantity (229) does not match GRN received quantity (364).
PO1731,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-06-22).
PO1731,Over-delivery,Total received quantity (364) exceeds ordered quantity (124).
PO1731,Total price discrepancy,Expected invoice amount (17828.72) does not match invoice amount (9116.36).
PO1732,ASN/GRN mismatch,ASN shipped quantity (167) does not match GRN received quantity (134).
PO1732,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-31).
PO1732,Over-delivery,Total received quantity (134) exceeds ordered quantity (126).
PO1732,Total price discrepancy,Expected invoice amount (58946.58) does not match invoice amount (8428.91).
PO1733,Missing GRN,No GRN record found for this PO.
PO1734,ASN/GRN mismatch,ASN shipped quantity (200) does not match GRN received quantity (210).
PO1734,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-30).
PO1734,Over-delivery,Total received quantity (210) exceeds ordered quantity (78).
PO1734,Total price discrepancy,Expected invoice amount (35470.50) does not match invoice amount (7681.52).
PO1735,Missing GRN,No GRN record found for this PO.
PO1736,Missing GRN,No GRN record found for this PO.
PO1737,Missing GRN,No GRN record found for this PO.
PO1738,ASN/GRN mismatch,ASN shipped quantity (100) does not match GRN received quantity (91).
PO1738,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-23).
PO1738,Total price discrepancy,Expected invoice amount (70064.36) does not match invoice amount (6861.54).
PO1738,Under-delivery,Total received quantity (91) is less than ordered quantity (178).
PO1739,ASN/GRN mismatch,ASN shipped quantity (312) does not match GRN received quantity (176).
PO1739,Over-delivery,Total received quantity (176) exceeds ordered quantity (66).
PO1739,Total price discrepancy,Expected invoice amount (29940.24) does not match invoice amount (8411.92).
PO1740,Missing GRN,No GRN record found for this PO.
PO1741,ASN/GRN mismatch,ASN shipped quantity (150) does not match GRN received quantity (189).
PO1741,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-06).
PO1741,Over-delivery,Total received quantity (189) exceeds ordered quantity (183).
PO1741,Total price discrepancy,Expected invoice amount (44053.59) does not match invoice amount (7216.36).
PO1742,ASN/GRN mismatch,ASN shipped quantity (70) does not match GRN received quantity (138).
PO1742,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-08-06).
PO1742,Over-delivery,Total received quantity (138) exceeds ordered quantity (126).
PO1742,Total price discrepancy,Expected invoice amount (20454.84) does not match invoice amount (4167.57).
PO1743,ASN/GRN mismatch,ASN shipped quantity (348) does not match GRN received quantity (469).
PO1743,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-15).
PO1743,Over-delivery,Total received quantity (469) exceeds ordered quantity (121).
PO1743,Total price discrepancy,Expected invoice amount (40717.71) does not match invoice amount (2811.90).
PO1744,Over-delivery,Total received quantity (321) exceeds ordered quantity (118).
PO1744,Total price discrepancy,Expected invoice amount (43190.36) does not match invoice amount (6122.52).
PO1745,ASN/GRN mismatch,ASN shipped quantity (60) does not match GRN received quantity (66).
PO1745,Late delivery,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-09).
PO1745,Total price discrepancy,Expected invoice amount (24758.75) does not match invoice amount (9855.58).
PO1745,Under-delivery,Total received quantity (66) is less than ordered quantity (125).
PO1746,ASN/GRN mismatch,ASN shipped quantity (193) does not match GRN received quantity (183).
PO1746,Late delivery,Earliest received date (2025-08-13) is after the PO delivery date (2025-06-25).
PO1746,Over-delivery,Total received quantity (183) exceeds ordered quantity (75).
PO1746,Total price discrepancy,Expected invoice amount (24553.50) does not match invoice amount (5867.23).
PO1747,Missing GRN,No GRN record found for this PO.
PO1748,ASN/GRN mismatch,ASN shipped quantity (137) does not match GRN received quantity (133).
PO1748,Late delivery,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-25).
PO1748,Over-delivery,Total received quantity (133) exceeds ordered quantity (77).
PO1748,Total price discrepancy,Expected invoice amount (17887.10) does not match invoice amount (1236.64).
PO1749,ASN/GRN mismatch,ASN shipped quantity (361) does not match GRN received quantity (177).
PO1749,Over-delivery,Total received quantity (177) exceeds ordered quantity (110).
PO1749,Total price discrepancy,Expected invoice amount (47725.70) does not match invoice amount (9220.53).
PO1750,ASN/GRN mismatch,ASN shipped quantity (279) does not match GRN received quantity (188).
PO1750,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-10).
PO1750,Over-delivery,Total received quantity (188) exceeds ordered quantity (184).
PO1750,Total price discrepancy,Expected invoice amount (60122.00) does not match invoice amount (1236.60).
