PO_ID,ASN/GRN mismatch,comments_ASN/GRN mismatch,Late delivery,comments_Late delivery,Missing GRN,comments_Missing GRN,No issues,comments_No issues,Over-delivery,comments_Over-delivery,Total price discrepancy,comments_Total price discrepancy,Under-delivery,comments_Under-delivery
PO1613,y,ASN shipped quantity (181) does not match GRN received quantity (241).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-06-25).,n,,n,,y,Total received quantity (241) exceeds ordered quantity (86).,y,Expected invoice amount (24236.52) does not match invoice amount (3974.89).,n,
PO1614,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1615,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1616,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1617,y,ASN shipped quantity (297) does not match GRN received quantity (340).,n,,n,,n,,y,Total received quantity (340) exceeds ordered quantity (145).,y,Expected invoice amount (8990.00) does not match invoice amount (5350.02).,n,
PO1618,y,ASN shipped quantity (182) does not match GRN received quantity (104).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-05).,n,,n,,n,,y,Expected invoice amount (19930.05) does not match invoice amount (1156.63).,y,Total received quantity (104) is less than ordered quantity (133).
PO1619,y,ASN shipped quantity (134) does not match GRN received quantity (43).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-23).,n,,n,,n,,y,Expected invoice amount (41918.60) does not match invoice amount (8505.94).,y,Total received quantity (43) is less than ordered quantity (85).
PO1620,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1621,y,ASN shipped quantity (84) does not match GRN received quantity (142).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-14).,n,,n,,n,,y,Expected invoice amount (41035.28) does not match invoice amount (6037.95).,y,Total received quantity (142) is less than ordered quantity (143).
PO1622,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1623,y,ASN shipped quantity (182) does not match GRN received quantity (52).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-27).,n,,n,,n,,y,Expected invoice amount (69032.48) does not match invoice amount (3363.83).,y,Total received quantity (52) is less than ordered quantity (176).
PO1624,y,ASN shipped quantity (170) does not match GRN received quantity (36).,n,,n,,n,,n,,y,Expected invoice amount (15729.34) does not match invoice amount (1007.28).,y,Total received quantity (36) is less than ordered quantity (71).
PO1625,y,ASN shipped quantity (85) does not match GRN received quantity (88).,n,,n,,n,,n,,y,Expected invoice amount (39684.47) does not match invoice amount (6945.09).,y,Total received quantity (88) is less than ordered quantity (173).
PO1626,y,ASN shipped quantity (81) does not match GRN received quantity (211).,n,,n,,n,,y,Total received quantity (211) exceeds ordered quantity (57).,y,Expected invoice amount (19444.41) does not match invoice amount (1842.09).,n,
PO1627,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1628,y,ASN shipped quantity (123) does not match GRN received quantity (112).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-27).,n,,n,,n,,y,Expected invoice amount (10029.62) does not match invoice amount (6045.47).,y,Total received quantity (112) is less than ordered quantity (122).
PO1629,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1630,y,ASN shipped quantity (253) does not match GRN received quantity (221).,y,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-27).,n,,n,,y,Total received quantity (221) exceeds ordered quantity (112).,y,Expected invoice amount (43204.00) does not match invoice amount (9454.39).,n,
PO1631,y,ASN shipped quantity (428) does not match GRN received quantity (350).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-15).,n,,n,,y,Total received quantity (350) exceeds ordered quantity (68).,y,Expected invoice amount (26618.60) does not match invoice amount (4775.43).,n,
PO1632,y,ASN shipped quantity (60) does not match GRN received quantity (31).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-27).,n,,n,,n,,y,Expected invoice amount (62405.85) does not match invoice amount (2349.80).,y,Total received quantity (31) is less than ordered quantity (195).
PO1633,y,ASN shipped quantity (212) does not match GRN received quantity (328).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-16).,n,,n,,y,Total received quantity (328) exceeds ordered quantity (138).,y,Expected invoice amount (46104.42) does not match invoice amount (2363.34).,n,
PO1634,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1635,y,ASN shipped quantity (166) does not match GRN received quantity (71).,n,,n,,n,,n,,y,Expected invoice amount (24610.62) does not match invoice amount (6764.01).,y,Total received quantity (71) is less than ordered quantity (129).
PO1636,y,ASN shipped quantity (159) does not match GRN received quantity (246).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-04).,n,,n,,y,Total received quantity (246) exceeds ordered quantity (92).,y,Expected invoice amount (42590.48) does not match invoice amount (1732.49).,n,
PO1637,y,ASN shipped quantity (151) does not match GRN received quantity (145).,n,,n,,n,,n,,y,Expected invoice amount (72496.16) does not match invoice amount (1164.19).,y,Total received quantity (145) is less than ordered quantity (176).
PO1638,y,ASN shipped quantity (314) does not match GRN received quantity (199).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-28).,n,,n,,y,Total received quantity (199) exceeds ordered quantity (165).,y,Expected invoice amount (67618.65) does not match invoice amount (7064.17).,n,
PO1639,y,ASN shipped quantity (319) does not match GRN received quantity (472).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-30).,n,,n,,y,Total received quantity (472) exceeds ordered quantity (102).,y,Expected invoice amount (23695.62) does not match invoice amount (2236.21).,n,
PO1640,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1641,y,ASN shipped quantity (180) does not match GRN received quantity (287).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-15).,n,,n,,y,Total received quantity (287) exceeds ordered quantity (188).,y,Expected invoice amount (63252.60) does not match invoice amount (5584.69).,n,
PO1642,y,ASN shipped quantity (112) does not match GRN received quantity (127).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-06-27).,n,,n,,n,,y,Expected invoice amount (51975.28) does not match invoice amount (3318.28).,y,Total received quantity (127) is less than ordered quantity (196).
PO1643,y,ASN shipped quantity (373) does not match GRN received quantity (305).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-17).,n,,n,,y,Total received quantity (305) exceeds ordered quantity (199).,y,Expected invoice amount (76051.83) does not match invoice amount (3500.90).,n,
PO1644,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1645,y,ASN shipped quantity (357) does not match GRN received quantity (252).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-20).,n,,n,,y,Total received quantity (252) exceeds ordered quantity (110).,y,Expected invoice amount (24949.10) does not match invoice amount (9933.70).,n,
PO1646,y,ASN shipped quantity (909) does not match GRN received quantity (645).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-12).,n,,n,,y,Total received quantity (645) exceeds ordered quantity (112).,y,Expected invoice amount (17984.96) does not match invoice amount (5613.25).,n,
PO1647,y,ASN shipped quantity (190) does not match GRN received quantity (258).,n,,n,,n,,y,Total received quantity (258) exceeds ordered quantity (190).,y,Expected invoice amount (22851.30) does not match invoice amount (9027.98).,n,
PO1648,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1649,y,ASN shipped quantity (289) does not match GRN received quantity (265).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-13).,n,,n,,y,Total received quantity (265) exceeds ordered quantity (72).,y,Expected invoice amount (6230.88) does not match invoice amount (3598.63).,n,
PO1650,y,ASN shipped quantity (189) does not match GRN received quantity (148).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-08-08).,n,,n,,y,Total received quantity (148) exceeds ordered quantity (147).,y,Expected invoice amount (19395.18) does not match invoice amount (4821.27).,n,
PO1651,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1652,y,ASN shipped quantity (44) does not match GRN received quantity (188).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-31).,n,,n,,n,,y,Expected invoice amount (61972.95) does not match invoice amount (7043.83).,y,Total received quantity (188) is less than ordered quantity (195).
PO1653,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1654,y,ASN shipped quantity (308) does not match GRN received quantity (260).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-26).,n,,n,,y,Total received quantity (260) exceeds ordered quantity (75).,y,Expected invoice amount (33729.75) does not match invoice amount (1194.61).,n,
PO1655,y,ASN shipped quantity (281) does not match GRN received quantity (208).,n,,n,,n,,y,Total received quantity (208) exceeds ordered quantity (150).,y,Expected invoice amount (20569.50) does not match invoice amount (2104.64).,n,
PO1656,y,ASN shipped quantity (100) does not match GRN received quantity (142).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-20).,n,,n,,y,Total received quantity (142) exceeds ordered quantity (129).,y,Expected invoice amount (56656.80) does not match invoice amount (6664.87).,n,
PO1657,y,ASN shipped quantity (160) does not match GRN received quantity (152).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-09).,n,,n,,n,,y,Expected invoice amount (58832.60) does not match invoice amount (3784.21).,y,Total received quantity (152) is less than ordered quantity (172).
PO1658,y,ASN shipped quantity (190) does not match GRN received quantity (157).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-06).,n,,n,,y,Total received quantity (157) exceeds ordered quantity (138).,y,Expected invoice amount (54914.34) does not match invoice amount (4163.22).,n,
PO1659,y,ASN shipped quantity (361) does not match GRN received quantity (338).,n,,n,,n,,y,Total received quantity (338) exceeds ordered quantity (109).,y,Expected invoice amount (39489.61) does not match invoice amount (4004.44).,n,
PO1660,y,ASN shipped quantity (256) does not match GRN received quantity (452).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-04).,n,,n,,y,Total received quantity (452) exceeds ordered quantity (99).,y,Expected invoice amount (37026.00) does not match invoice amount (9223.08).,n,
PO1661,y,ASN shipped quantity (233) does not match GRN received quantity (488).,n,,n,,n,,y,Total received quantity (488) exceeds ordered quantity (60).,y,Expected invoice amount (14355.00) does not match invoice amount (1761.22).,n,
PO1662,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1663,y,ASN shipped quantity (107) does not match GRN received quantity (96).,n,,n,,n,,n,,y,Expected invoice amount (8309.73) does not match invoice amount (8719.08).,y,Total received quantity (96) is less than ordered quantity (143).
PO1664,y,ASN shipped quantity (90) does not match GRN received quantity (147).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-24).,n,,n,,y,Total received quantity (147) exceeds ordered quantity (139).,y,Expected invoice amount (40986.93) does not match invoice amount (8532.54).,n,
PO1665,y,ASN shipped quantity (182) does not match GRN received quantity (61).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-20).,n,,n,,n,,y,Expected invoice amount (19380.12) does not match invoice amount (4419.99).,y,Total received quantity (61) is less than ordered quantity (174).
PO1666,y,ASN shipped quantity (238) does not match GRN received quantity (324).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-16).,n,,n,,y,Total received quantity (324) exceeds ordered quantity (145).,y,Expected invoice amount (29752.55) does not match invoice amount (5322.95).,n,
PO1667,y,ASN shipped quantity (155) does not match GRN received quantity (32).,n,,n,,n,,n,,y,Expected invoice amount (73565.71) does not match invoice amount (1103.57).,y,Total received quantity (32) is less than ordered quantity (197).
PO1668,y,ASN shipped quantity (313) does not match GRN received quantity (331).,n,,n,,n,,y,Total received quantity (331) exceeds ordered quantity (113).,y,Expected invoice amount (38607.58) does not match invoice amount (8091.36).,n,
PO1669,y,ASN shipped quantity (130) does not match GRN received quantity (198).,n,,n,,n,,y,Total received quantity (198) exceeds ordered quantity (121).,y,Expected invoice amount (13405.59) does not match invoice amount (6368.60).,n,
PO1670,y,ASN shipped quantity (305) does not match GRN received quantity (195).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-22).,n,,n,,y,Total received quantity (195) exceeds ordered quantity (50).,y,Expected invoice amount (7205.00) does not match invoice amount (7969.18).,n,
PO1671,y,ASN shipped quantity (243) does not match GRN received quantity (585).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-08-03).,n,,n,,y,Total received quantity (585) exceeds ordered quantity (73).,y,Expected invoice amount (24176.87) does not match invoice amount (7633.37).,n,
PO1672,y,ASN shipped quantity (631) does not match GRN received quantity (684).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-06-01).,n,,n,,y,Total received quantity (684) exceeds ordered quantity (168).,y,Expected invoice amount (69935.04) does not match invoice amount (5093.41).,n,
PO1673,y,ASN shipped quantity (236) does not match GRN received quantity (365).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-20).,n,,n,,y,Total received quantity (365) exceeds ordered quantity (80).,y,Expected invoice amount (14851.20) does not match invoice amount (4784.27).,n,
PO1674,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1675,y,ASN shipped quantity (175) does not match GRN received quantity (43).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-28).,n,,n,,n,,y,Expected invoice amount (4783.26) does not match invoice amount (4082.88).,y,Total received quantity (43) is less than ordered quantity (87).
PO1676,y,ASN shipped quantity (182) does not match GRN received quantity (120).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-08-02).,n,,n,,y,Total received quantity (120) exceeds ordered quantity (77).,y,Expected invoice amount (20244.84) does not match invoice amount (7578.66).,n,
PO1677,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1678,y,ASN shipped quantity (289) does not match GRN received quantity (270).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-13).,n,,n,,y,Total received quantity (270) exceeds ordered quantity (142).,y,Expected invoice amount (58969.76) does not match invoice amount (9739.67).,n,
PO1679,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1680,y,ASN shipped quantity (231) does not match GRN received quantity (311).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-17).,n,,n,,y,Total received quantity (311) exceeds ordered quantity (193).,y,Expected invoice amount (70800.12) does not match invoice amount (6138.29).,n,
PO1681,y,ASN shipped quantity (153) does not match GRN received quantity (373).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-06-23).,n,,n,,y,Total received quantity (373) exceeds ordered quantity (123).,y,Expected invoice amount (47298.42) does not match invoice amount (8702.91).,n,
PO1682,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1683,y,ASN shipped quantity (248) does not match GRN received quantity (212).,n,,n,,n,,y,Total received quantity (212) exceeds ordered quantity (150).,y,Expected invoice amount (19467.00) does not match invoice amount (6451.83).,n,
PO1684,y,ASN shipped quantity (245) does not match GRN received quantity (172).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-06-27).,n,,n,,y,Total received quantity (172) exceeds ordered quantity (82).,y,Expected invoice amount (20859.16) does not match invoice amount (8769.34).,n,
PO1685,y,ASN shipped quantity (323) does not match GRN received quantity (204).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-19).,n,,n,,y,Total received quantity (204) exceeds ordered quantity (200).,y,Expected invoice amount (37412.00) does not match invoice amount (6226.92).,n,
PO1686,y,ASN shipped quantity (244) does not match GRN received quantity (172).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-05).,n,,n,,y,Total received quantity (172) exceeds ordered quantity (112).,y,Expected invoice amount (22360.80) does not match invoice amount (7710.58).,n,
PO1687,y,ASN shipped quantity (343) does not match GRN received quantity (251).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-28).,n,,n,,y,Total received quantity (251) exceeds ordered quantity (62).,y,Expected invoice amount (19175.98) does not match invoice amount (1989.75).,n,
PO1688,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1689,y,ASN shipped quantity (181) does not match GRN received quantity (59).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-06-07).,n,,n,,n,,y,Expected invoice amount (21546.97) does not match invoice amount (5694.93).,y,Total received quantity (59) is less than ordered quantity (163).
PO1690,y,ASN shipped quantity (89) does not match GRN received quantity (57).,n,,n,,n,,n,,y,Expected invoice amount (20713.05) does not match invoice amount (9222.60).,y,Total received quantity (57) is less than ordered quantity (135).
PO1691,y,ASN shipped quantity (95) does not match GRN received quantity (75).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-06-27).,n,,n,,n,,y,Expected invoice amount (78064.00) does not match invoice amount (3627.02).,y,Total received quantity (75) is less than ordered quantity (164).
PO1692,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1693,y,ASN shipped quantity (188) does not match GRN received quantity (106).,n,,n,,n,,y,Total received quantity (106) exceeds ordered quantity (55).,y,Expected invoice amount (26306.50) does not match invoice amount (4360.45).,n,
PO1694,y,ASN shipped quantity (352) does not match GRN received quantity (332).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-21).,n,,n,,y,Total received quantity (332) exceeds ordered quantity (132).,y,Expected invoice amount (31468.80) does not match invoice amount (3034.71).,n,
PO1695,y,ASN shipped quantity (189) does not match GRN received quantity (173).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-15).,n,,n,,y,Total received quantity (173) exceeds ordered quantity (132).,y,Expected invoice amount (58248.96) does not match invoice amount (2259.54).,n,
PO1696,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1697,y,ASN shipped quantity (153) does not match GRN received quantity (112).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-30).,n,,n,,n,,y,Expected invoice amount (50629.23) does not match invoice amount (4348.46).,y,Total received quantity (112) is less than ordered quantity (153).
PO1698,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1699,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1700,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1701,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1702,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1703,y,ASN shipped quantity (298) does not match GRN received quantity (229).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-24).,n,,n,,y,Total received quantity (229) exceeds ordered quantity (98).,y,Expected invoice amount (39683.14) does not match invoice amount (2685.18).,n,
PO1704,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1705,y,ASN shipped quantity (184) does not match GRN received quantity (196).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-08-05).,n,,n,,y,Total received quantity (196) exceeds ordered quantity (125).,y,Expected invoice amount (22785.00) does not match invoice amount (6042.31).,n,
PO1706,y,ASN shipped quantity (175) does not match GRN received quantity (107).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-14).,n,,n,,n,,y,Expected invoice amount (67701.69) does not match invoice amount (2171.94).,y,Total received quantity (107) is less than ordered quantity (189).
PO1707,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1708,y,ASN shipped quantity (257) does not match GRN received quantity (295).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-28).,n,,n,,y,Total received quantity (295) exceeds ordered quantity (112).,y,Expected invoice amount (41646.08) does not match invoice amount (5579.76).,n,
PO1709,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1710,y,ASN shipped quantity (167) does not match GRN received quantity (478).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-25).,n,,n,,y,Total received quantity (478) exceeds ordered quantity (92).,y,Expected invoice amount (24072.72) does not match invoice amount (2975.40).,n,
PO1711,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1712,y,ASN shipped quantity (167) does not match GRN received quantity (102).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-31).,n,,n,,y,Total received quantity (102) exceeds ordered quantity (82).,y,Expected invoice amount (17668.54) does not match invoice amount (4503.01).,n,
PO1713,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1714,y,ASN shipped quantity (100) does not match GRN received quantity (77).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-21).,n,,n,,n,,y,Expected invoice amount (45050.54) does not match invoice amount (6551.54).,y,Total received quantity (77) is less than ordered quantity (158).
PO1715,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1716,y,ASN shipped quantity (123) does not match GRN received quantity (213).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-17).,n,,n,,y,Total received quantity (213) exceeds ordered quantity (179).,y,Expected invoice amount (70472.30) does not match invoice amount (4808.39).,n,
PO1717,y,ASN shipped quantity (42) does not match GRN received quantity (119).,n,,n,,n,,n,,y,Expected invoice amount (56295.34) does not match invoice amount (4984.60).,y,Total received quantity (119) is less than ordered quantity (191).
PO1718,y,ASN shipped quantity (534) does not match GRN received quantity (298).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-10).,n,,n,,y,Total received quantity (298) exceeds ordered quantity (70).,y,Expected invoice amount (30598.40) does not match invoice amount (9239.27).,n,
PO1719,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1720,y,ASN shipped quantity (51) does not match GRN received quantity (156).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-03).,n,,n,,n,,y,Expected invoice amount (69448.68) does not match invoice amount (9439.26).,y,Total received quantity (156) is less than ordered quantity (196).
PO1721,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1722,y,ASN shipped quantity (317) does not match GRN received quantity (325).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-30).,n,,n,,y,Total received quantity (325) exceeds ordered quantity (177).,y,Expected invoice amount (61820.79) does not match invoice amount (2433.32).,n,
PO1723,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1724,y,ASN shipped quantity (104) does not match GRN received quantity (222).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-07).,n,,n,,y,Total received quantity (222) exceeds ordered quantity (175).,y,Expected invoice amount (43830.50) does not match invoice amount (4006.21).,n,
PO1725,y,ASN shipped quantity (77) does not match GRN received quantity (100).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-27).,n,,n,,y,Total received quantity (100) exceeds ordered quantity (99).,y,Expected invoice amount (22471.02) does not match invoice amount (5196.60).,n,
PO1726,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1727,y,ASN shipped quantity (77) does not match GRN received quantity (84).,n,,n,,n,,n,,y,Expected invoice amount (69684.48) does not match invoice amount (6889.50).,y,Total received quantity (84) is less than ordered quantity (184).
PO1728,y,ASN shipped quantity (199) does not match GRN received quantity (131).,n,,n,,n,,n,,y,Expected invoice amount (26066.04) does not match invoice amount (3587.95).,y,Total received quantity (131) is less than ordered quantity (196).
PO1729,y,ASN shipped quantity (153) does not match GRN received quantity (209).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-11).,n,,n,,y,Total received quantity (209) exceeds ordered quantity (137).,y,Expected invoice amount (65997.01) does not match invoice amount (4191.04).,n,
PO1730,y,ASN shipped quantity (145) does not match GRN received quantity (171).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-26).,n,,n,,y,Total received quantity (171) exceeds ordered quantity (74).,y,Expected invoice amount (14121.42) does not match invoice amount (6302.26).,n,
PO1731,y,ASN shipped quantity (229) does not match GRN received quantity (364).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-06-22).,n,,n,,y,Total received quantity (364) exceeds ordered quantity (124).,y,Expected invoice amount (17828.72) does not match invoice amount (9116.36).,n,
PO1732,y,ASN shipped quantity (167) does not match GRN received quantity (134).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-31).,n,,n,,y,Total received quantity (134) exceeds ordered quantity (126).,y,Expected invoice amount (58946.58) does not match invoice amount (8428.91).,n,
PO1733,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1734,y,ASN shipped quantity (200) does not match GRN received quantity (210).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-30).,n,,n,,y,Total received quantity (210) exceeds ordered quantity (78).,y,Expected invoice amount (35470.50) does not match invoice amount (7681.52).,n,
PO1735,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1736,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1737,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1738,y,ASN shipped quantity (100) does not match GRN received quantity (91).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-23).,n,,n,,n,,y,Expected invoice amount (70064.36) does not match invoice amount (6861.54).,y,Total received quantity (91) is less than ordered quantity (178).
PO1739,y,ASN shipped quantity (312) does not match GRN received quantity (176).,n,,n,,n,,y,Total received quantity (176) exceeds ordered quantity (66).,y,Expected invoice amount (29940.24) does not match invoice amount (8411.92).,n,
PO1740,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1741,y,ASN shipped quantity (150) does not match GRN received quantity (189).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-06).,n,,n,,y,Total received quantity (189) exceeds ordered quantity (183).,y,Expected invoice amount (44053.59) does not match invoice amount (7216.36).,n,
PO1742,y,ASN shipped quantity (70) does not match GRN received quantity (138).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-08-06).,n,,n,,y,Total received quantity (138) exceeds ordered quantity (126).,y,Expected invoice amount (20454.84) does not match invoice amount (4167.57).,n,
PO1743,y,ASN shipped quantity (348) does not match GRN received quantity (469).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-15).,n,,n,,y,Total received quantity (469) exceeds ordered quantity (121).,y,Expected invoice amount (40717.71) does not match invoice amount (2811.90).,n,
PO1744,n,,n,,n,,n,,y,Total received quantity (321) exceeds ordered quantity (118).,y,Expected invoice amount (43190.36) does not match invoice amount (6122.52).,n,
PO1745,y,ASN shipped quantity (60) does not match GRN received quantity (66).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-09).,n,,n,,n,,y,Expected invoice amount (24758.75) does not match invoice amount (9855.58).,y,Total received quantity (66) is less than ordered quantity (125).
PO1746,y,ASN shipped quantity (193) does not match GRN received quantity (183).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-06-25).,n,,n,,y,Total received quantity (183) exceeds ordered quantity (75).,y,Expected invoice amount (24553.50) does not match invoice amount (5867.23).,n,
PO1747,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1748,y,ASN shipped quantity (137) does not match GRN received quantity (133).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-25).,n,,n,,y,Total received quantity (133) exceeds ordered quantity (77).,y,Expected invoice amount (17887.10) does not match invoice amount (1236.64).,n,
PO1749,y,ASN shipped quantity (361) does not match GRN received quantity (177).,n,,n,,n,,y,Total received quantity (177) exceeds ordered quantity (110).,y,Expected invoice amount (47725.70) does not match invoice amount (9220.53).,n,
PO1750,y,ASN shipped quantity (279) does not match GRN received quantity (188).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-10).,n,,n,,y,Total received quantity (188) exceeds ordered quantity (184).,y,Expected invoice amount (60122.00) does not match invoice amount (1236.60).,n,
PO1751,y,ASN shipped quantity (263) does not match GRN received quantity (258).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-30).,n,,n,,y,Total received quantity (258) exceeds ordered quantity (112).,y,Expected invoice amount (18511.36) does not match invoice amount (1488.95).,n,
PO1752,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1753,y,ASN shipped quantity (151) does not match GRN received quantity (176).,n,,n,,n,,y,Total received quantity (176) exceeds ordered quantity (63).,y,Expected invoice amount (14153.58) does not match invoice amount (7720.52).,n,
PO1754,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
